user_id,isbn,ratings
11676.0,0002005018,6.815607348808934
116866.0,0002005018,7.412603268831607
152827.0,0060973129,7.533055523850705
157969.0,0374157065,7.799039754786563
67958.0,0399135782,7.527613319834532
213191.0,0399135782,6.7070291673665885
245827.0,0399135782,5.885331442591381
11676.0,0671870432,6.496266684047865
263256.0,1558746218,6.9635787386607815
226745.0,1881320189,6.436384448600429
7352.0,0440234743,6.741331268924801
12923.0,0440234743,7.400169230025417
13552.0,0440234743,8.080063500940652
21264.0,0440234743,6.375612471407511
31299.0,0440234743,8.504148830186118
64535.0,0440234743,5.475550105313123
70666.0,0440234743,7.141612980046015
75819.0,0440234743,7.792558381201986
79740.0,0440234743,5.341833568750774
85534.0,0440234743,7.574874617350963
100393.0,0440234743,4.282999977491882
108143.0,0440234743,6.951355838046941
116127.0,0440234743,6.4969084700003075
122251.0,0440234743,6.676468394661079
128463.0,0440234743,7.106625031586855
131703.0,0440234743,7.301428960192756
132144.0,0440234743,6.77888327561173
134863.0,0440234743,6.294343926331085
136707.0,0440234743,7.765932353527127
143939.0,0440234743,6.960349544323378
144062.0,0440234743,7.912273686846659
150400.0,0440234743,6.630049984717217
154730.0,0440234743,6.177799938232973
165884.0,0440234743,5.011464685339313
187533.0,0440234743,7.614786077574927
187944.0,0440234743,7.6848306912959465
217516.0,0440234743,6.443446561157317
227392.0,0440234743,6.696508680500115
240567.0,0440234743,6.817505366537125
245616.0,0440234743,5.065969228538161
250101.0,0440234743,8.527715561525447
258884.0,0440234743,7.023634336015148
259223.0,0440234743,7.406836544025733
273979.0,0440234743,6.7301928076692175
6242.0,0452264464,5.164079034927589
8570.0,0452264464,6.867952952964879
11104.0,0452264464,7.228185056997679
11676.0,0452264464,7.067411793635855
36197.0,0452264464,7.877055175156475
36907.0,0452264464,8.36054566420965
80837.0,0452264464,7.202347299845675
102359.0,0452264464,8.073487080871457
144803.0,0452264464,7.672119146999131
165319.0,0452264464,6.131612042701051
174633.0,0452264464,8.098788968377105
221232.0,0452264464,7.9732648274632565
252627.0,0452264464,8.169818584106633
271135.0,0452264464,6.439441636482854
271144.0,0452264464,5.878508157032524
11676.0,0609804618,7.15101145239151
79089.0,0609804618,7.179151716631716
271622.0,0609804618,7.663056994210084
141518.0,1841721522,7.3877420968837955
157118.0,1841721522,8.085617812770515
14.0,0689821166,5.270431653532729
4784.0,0971880107,2.3423326366767263
8453.0,0971880107,3.3729995309251586
11554.0,0971880107,2.8777068360022318
12264.0,0971880107,3.3616242692157963
13088.0,0971880107,4.4204432270754195
13221.0,0971880107,5.059817918256413
14049.0,0971880107,2.1564790503849296
14461.0,0971880107,3.182826667885082
20147.0,0971880107,3.2966739410502948
21404.0,0971880107,1.8440311769085007
24664.0,0971880107,2.6251074066952014
28091.0,0971880107,2.252092487539518
28735.0,0971880107,2.95343941136252
32329.0,0971880107,3.665252314533238
